epoch_no,val_loss,val_amp_prediction_loss,val_mic_prediction_loss,val_vae_loss_1_loss,val_mic_mean_grad_loss,val_amp_mean_grad_loss,val_unconstrained_sleep_mic_output_grad_input_loss,val_unconstrained_sleep_amp_output_grad_input_loss,val_correction_sleep_mic_output_grad_loss,val_correction_sleep_amp_output_grad_loss,val_correction_sleep_amp_prediction_loss,val_correction_sleep_mic_prediction_loss,val_unconstrained_sleep_amp_prediction_loss,val_unconstrained_sleep_mic_prediction_loss,val_z_cond_reconstructed_error_loss,val_correction_sleep_cond_reconstructed_error_loss,val_unconstrained_sleep_cond_reconstructed_error_loss,val_amp_prediction_acc,val_amp_prediction_binary_crossentropy,val_mic_prediction_acc,val_mic_prediction_binary_crossentropy,val_vae_loss_1__kl_metric,val_vae_loss_1__rcl,val_vae_loss_1__reconstruction_acc,val_vae_loss_1__amino_acc,val_vae_loss_1__empty_acc,val_mic_mean_grad_mse,val_mic_mean_grad_huber_loss,val_amp_mean_grad_mse,val_amp_mean_grad_huber_loss,val_unconstrained_sleep_mic_output_grad_input_mse,val_unconstrained_sleep_mic_output_grad_input_huber_loss,val_unconstrained_sleep_amp_output_grad_input_mse,val_unconstrained_sleep_amp_output_grad_input_huber_loss,val_correction_sleep_mic_output_grad_mse,val_correction_sleep_mic_output_grad_huber_loss,val_correction_sleep_amp_output_grad_mse,val_correction_sleep_amp_output_grad_huber_loss,val_correction_sleep_amp_prediction_acc,val_correction_sleep_amp_prediction_binary_crossentropy,val_correction_sleep_mic_prediction_acc,val_correction_sleep_mic_prediction_binary_crossentropy,val_unconstrained_sleep_amp_prediction_acc,val_unconstrained_sleep_amp_prediction_binary_crossentropy,val_unconstrained_sleep_mic_prediction_acc,val_unconstrained_sleep_mic_prediction_binary_crossentropy,val_z_cond_reconstructed_error_mse,val_z_cond_reconstructed_error_mae,val_correction_sleep_cond_reconstructed_error_mse,val_correction_sleep_cond_reconstructed_error_mae,val_unconstrained_sleep_cond_reconstructed_error_mse,val_unconstrained_sleep_cond_reconstructed_error_mae,loss,amp_prediction_loss,mic_prediction_loss,vae_loss_1_loss,mic_mean_grad_loss,amp_mean_grad_loss,unconstrained_sleep_mic_output_grad_input_loss,unconstrained_sleep_amp_output_grad_input_loss,correction_sleep_mic_output_grad_loss,correction_sleep_amp_output_grad_loss,correction_sleep_amp_prediction_loss,correction_sleep_mic_prediction_loss,unconstrained_sleep_amp_prediction_loss,unconstrained_sleep_mic_prediction_loss,z_cond_reconstructed_error_loss,correction_sleep_cond_reconstructed_error_loss,unconstrained_sleep_cond_reconstructed_error_loss,amp_prediction_acc,amp_prediction_binary_crossentropy,mic_prediction_acc,mic_prediction_binary_crossentropy,vae_loss_1__kl_metric,vae_loss_1__rcl,vae_loss_1__reconstruction_acc,vae_loss_1__amino_acc,vae_loss_1__empty_acc,mic_mean_grad_mse,mic_mean_grad_huber_loss,amp_mean_grad_mse,amp_mean_grad_huber_loss,unconstrained_sleep_mic_output_grad_input_mse,unconstrained_sleep_mic_output_grad_input_huber_loss,unconstrained_sleep_amp_output_grad_input_mse,unconstrained_sleep_amp_output_grad_input_huber_loss,correction_sleep_mic_output_grad_mse,correction_sleep_mic_output_grad_huber_loss,correction_sleep_amp_output_grad_mse,correction_sleep_amp_output_grad_huber_loss,correction_sleep_amp_prediction_acc,correction_sleep_amp_prediction_binary_crossentropy,correction_sleep_mic_prediction_acc,correction_sleep_mic_prediction_binary_crossentropy,unconstrained_sleep_amp_prediction_acc,unconstrained_sleep_amp_prediction_binary_crossentropy,unconstrained_sleep_mic_prediction_acc,unconstrained_sleep_mic_prediction_binary_crossentropy,z_cond_reconstructed_error_mse,z_cond_reconstructed_error_mae,correction_sleep_cond_reconstructed_error_mse,correction_sleep_cond_reconstructed_error_mae,unconstrained_sleep_cond_reconstructed_error_mse,unconstrained_sleep_cond_reconstructed_error_mae
10,10.269575119018555,0.23828411102294922,0.05824511870741844,12.086141586303711,0.019554095342755318,0.06528699398040771,0.25073835253715515,0.2610388994216919,0.02469194494187832,0.07862728089094162,2.9133386611938477,4.731228828430176,1.5379016399383545,2.7362117767333984,0.007179727777838707,0.007325637154281139,6.446529865264893,8.877841173671186e-05,0.2564210295677185,0.0,0.061777375638484955,448.3325500488281,0.1835140585899353,0.9511754512786865,0.946977972984314,0.9977157115936279,0.25173166394233704,0.019554095342755318,0.5954241752624512,0.06528699398040771,2.7261581420898438,0.25073835253715515,2.1607577800750732,0.2610388994216919,0.3338114619255066,0.02469194494187832,0.7527874112129211,0.07862728089094162,0.5076053738594055,2.9316444396972656,0.5038618445396423,4.734913349151611,0.5286310315132141,1.5748023986816406,0.5308948755264282,2.7526345252990723,0.007179729640483856,0.04870330169796944,0.00732563529163599,0.049408506602048874,6.446529388427734,1.9514650106430054,12.37062580883503,0.27674463,0.073406845,12.334764,0.028286248,0.0940093,0.25757167,0.26116717,0.03966173,0.11252452,2.9253538,4.713027,1.500327,2.697201,0.008327911,0.008721213,6.490465,0.00014796402,0.29407826,0.0,0.07612336,454.39044,0.18727207,0.94572717,0.9387202,0.99943286,0.3795421,0.028286248,0.87566304,0.0940093,2.7568498,0.25757167,2.3590913,0.26116717,0.5789556,0.03966173,1.23014,0.11252452,0.514051,2.9428937,0.5043483,4.716036,0.5279301,1.537825,0.5281964,2.7140129,0.008327906,0.053371586,0.0087212175,0.05500756,6.490462,1.9619
11,8.856709480285645,0.22817760705947876,0.04908764734864235,9.832444190979004,0.012145504355430603,0.04869919642806053,0.2578890323638916,0.289108544588089,0.01493428647518158,0.05475740507245064,2.877418279647827,4.7487874031066895,1.5042129755020142,2.7694242000579834,0.008332245983183384,0.008451776579022408,6.269688606262207,0.0001035748136928305,0.2461775541305542,0.0,0.05263078212738037,432.6061096191406,0.1480889618396759,0.9590003490447998,0.9557486772537231,0.9999006986618042,0.11452046781778336,0.012145504355430603,0.37717998027801514,0.04869919642806053,2.983797311782837,0.2578890323638916,3.2204084396362305,0.289108544588089,0.1466226428747177,0.01493428647518158,0.4897284209728241,0.05475740507245064,0.5117335319519043,2.8955752849578857,0.5047792196273804,4.75244140625,0.5295484066009521,1.5412299633026123,0.5373905301094055,2.785339593887329,0.008332247845828533,0.05051719397306442,0.008451775647699833,0.05115571990609169,6.269688129425049,1.9194735288619995,11.47954296354543,0.26678196,0.07010419,11.444969,0.027028384,0.08841181,0.26432326,0.27863616,0.03755997,0.10750867,2.9145668,4.729162,1.4909455,2.7556403,0.008894733,0.009276279,6.2689376,0.00014241536,0.28412968,0.0,0.07279228,441.22284,0.17299123,0.9509331,0.9450782,0.9993003,0.38874683,0.027028384,0.8355439,0.08841181,3.0874164,0.26432326,2.6069913,0.27863616,0.6223571,0.03755997,1.1695578,0.10750867,0.5143322,2.9321609,0.5048976,4.732105,0.52940786,1.5282983,0.5317346,2.7716563,0.00889473,0.05361858,0.009276286,0.05518865,6.268943,1.9215875
12,10.796278953552246,0.22611236572265625,0.04903063550591469,9.944865226745605,0.01125357672572136,0.04671221598982811,0.25736868381500244,0.3014949560165405,0.013460889458656311,0.0558231920003891,2.9126996994018555,4.758284091949463,1.4583739042282104,2.8187878131866455,0.007941697724163532,0.008070621639490128,6.334934711456299,0.0001035748136928305,0.24413706362247467,0.0,0.05253751575946808,429.576171875,0.14930853247642517,0.9603795409202576,0.9572973847389221,0.9997878670692444,0.11914951354265213,0.01125357672572136,0.39764532446861267,0.04671221598982811,3.2444021701812744,0.25736868381500244,2.7461819648742676,0.3014949560165405,0.1311706304550171,0.013460889458656311,0.5586199164390564,0.0558231920003891,0.5078864693641663,2.930896282196045,0.5046608448028564,4.7618818283081055,0.5358368754386902,1.4953898191452026,0.5414003133773804,2.8337504863739014,0.00794170144945383,0.049864526838064194,0.008070625364780426,0.05051002278923988,6.33493185043335,1.9177637100219727,12.875378194180401,0.26815137,0.076154836,12.839849,0.025974803,0.08492356,0.2694487,0.296948,0.037145495,0.10336712,2.9050484,4.705251,1.464381,2.793318,0.010908183,0.0113095855,6.294612,0.00014796402,0.28555322,0.0,0.07886345,436.06238,0.19430044,0.94907004,0.94273335,0.9987424,0.36958024,0.025974803,0.8276365,0.08492356,3.263078,0.2694487,2.915902,0.296948,0.5784116,0.037145495,1.1342758,0.10336712,0.5145467,2.9227118,0.50661397,4.708233,0.53187144,1.5016389,0.53766423,2.8085625,0.01090818,0.058049414,0.011309593,0.05959911,6.29461,1.9151464
13,10.328349113464355,0.2312668412923813,0.0534520298242569,10.936511039733887,0.015152969397604465,0.07146533578634262,0.271973580121994,0.3339278995990753,0.022762691602110863,0.07914157956838608,2.881514549255371,4.729232311248779,1.4896827936172485,2.8987481594085693,0.009313278831541538,0.009456696920096874,6.189603805541992,8.877841173671186e-05,0.24923503398895264,0.0,0.056939538568258286,419.8549499511719,0.1641334444284439,0.9583184719085693,0.9546436071395874,0.9997968077659607,0.1792411506175995,0.015152969397604465,0.6841707229614258,0.07146533578634262,3.5569498538970947,0.271973580121994,3.5935304164886475,0.3339278995990753,0.34198224544525146,0.022762691602110863,0.793458104133606,0.07914157956838608,0.5109197497367859,2.8996500968933105,0.50537109375,4.732900619506836,0.5337653756141663,1.5263508558273315,0.5431019067764282,2.912978410720825,0.009313276037573814,0.053831879049539566,0.009456692263484001,0.054472267627716064,6.189604759216309,1.8924221992492676,11.11679448051886,0.25638053,0.0653627,11.083523,0.023463978,0.08111531,0.28145695,0.326733,0.033206377,0.09618888,2.9139826,4.759704,1.4710945,2.891369,0.011018564,0.011402967,6.194844,0.00014241536,0.2738424,0.0,0.06802187,426.65726,0.1662573,0.956329,0.9513293,0.9995404,0.35871473,0.023463978,0.866093,0.08111531,3.565164,0.28145695,3.430288,0.326733,0.61560106,0.033206377,1.0991198,0.09618888,0.5128414,2.9316812,0.5043058,4.7625623,0.531422,1.5081882,0.53757364,2.9057426,0.011018571,0.057196785,0.01140296,0.058676347,6.194848,1.8945504
14,12.193305969238281,0.22592812776565552,0.05110812559723854,11.013704299926758,0.014647578820586205,0.05028919875621796,0.2978442907333374,0.37050360441207886,0.01945294626057148,0.05635005235671997,2.895906448364258,4.777453422546387,1.4763022661209106,2.9505834579467773,0.013238050974905491,0.013378056697547436,6.137614727020264,0.0001035748136928305,0.24397607147693634,0.0,0.05462852865457535,409.7290954589844,0.1648312211036682,0.9608915448188782,0.9579212665557861,0.9999595284461975,0.2640240490436554,0.014647578820586205,0.47474536299705505,0.05028919875621796,5.084232807159424,0.2978442907333374,4.359707832336426,0.37050360441207886,0.3436849117279053,0.01945294626057148,0.535427987575531,0.05635005235671997,0.5067471861839294,2.914138078689575,0.5017755627632141,4.781120300292969,0.5286458134651184,1.5131338834762573,0.5444188117980957,2.9641261100769043,0.013238048180937767,0.06124085187911987,0.01337805949151516,0.0618276447057724,6.13761568069458,1.8758844137191772,13.366788619621234,0.26631415,0.07597101,13.331131,0.026313752,0.08372286,0.28979534,0.35008037,0.036003355,0.098972015,2.890616,4.724895,1.4402184,2.9182932,0.01429959,0.014742145,6.2191515,0.00014796402,0.28377986,0.0,0.07868709,420.67075,0.20064582,0.9528503,0.9465656,0.99908483,0.41733283,0.026313752,0.92266303,0.08372286,4.1831512,0.28979534,3.973303,0.35008037,0.60437256,0.036003355,1.1330035,0.098972015,0.51497763,2.908352,0.50661767,4.727845,0.53331596,1.4774725,0.54070675,2.9321399,0.014299611,0.06490417,0.014742163,0.066409595,6.2191525,1.8926952
15,15.509554862976074,0.2327037900686264,0.05661161243915558,13.551491737365723,0.016785072162747383,0.061608780175447464,0.2969230115413666,0.39101991057395935,0.02343161590397358,0.07349035143852234,2.852519989013672,4.721071243286133,1.4530678987503052,2.9987027645111084,0.017034068703651428,0.01731293834745884,6.0925374031066895,0.0001035748136928305,0.25079160928726196,0.0,0.060163408517837524,404.7804870605469,0.20350417494773865,0.9551746249198914,0.9514054656028748,0.9999889135360718,0.23454339802265167,0.016785072162747383,0.665436327457428,0.061608780175447464,5.0301103591918945,0.2969230115413666,4.484614849090576,0.39101991057395935,0.5058761239051819,0.02343161590397358,0.839776873588562,0.07349035143852234,0.5118666887283325,2.8708419799804688,0.5055338740348816,4.724765300750732,0.5296075940132141,1.4900805950164795,0.5447147488594055,3.011706590652466,0.017034072428941727,0.07019415497779846,0.01731293648481369,0.07109761238098145,6.0925374031066895,1.86331307888031,12.899443038485266,0.2600083,0.06902861,12.865014,0.024511619,0.08085322,0.304547,0.3874035,0.035286564,0.09921036,2.8967702,4.745415,1.4257206,2.9909446,0.015329453,0.015789257,6.1325245,0.00014241536,0.2775199,0.0,0.071684405,412.5155,0.19240633,0.9566166,0.9514108,0.99919987,0.4353095,0.024511619,0.9069636,0.08085322,4.874017,0.304547,4.8170285,0.3874035,0.72348994,0.035286564,1.299079,0.09921036,0.5147428,2.9144914,0.505741,4.748296,0.5354651,1.4628326,0.5431334,3.0039442,0.015329469,0.06606839,0.01578925,0.06763027,6.1325245,1.8724809
16,14.074006080627441,0.22331762313842773,0.05180429294705391,12.745426177978516,0.013152183033525944,0.053659554570913315,0.3250942528247833,0.43757379055023193,0.014913177117705345,0.06444341689348221,2.872288703918457,4.775545597076416,1.4518380165100098,3.0525999069213867,0.015444132499396801,0.015803681686520576,5.98779296875,8.877841173671186e-05,0.2414073348045349,0.0,0.055268894881010056,397.124267578125,0.1897393763065338,0.9618303179740906,0.9588258862495422,0.9995093941688538,0.21414895355701447,0.013152183033525944,0.6932786107063293,0.053659554570913315,5.678694248199463,0.3250942528247833,6.393101692199707,0.43757379055023193,0.2081422060728073,0.014913177117705345,0.7269468307495117,0.06444341689348221,0.5098987817764282,2.8905556201934814,0.5040985941886902,4.779117584228516,0.5329071879386902,1.4883605241775513,0.5498046875,3.065023422241211,0.015444128774106503,0.0658920481801033,0.01580367609858513,0.06693337112665176,5.987792015075684,1.843743920326233,13.656132200563496,0.25846574,0.06748396,13.621876,0.02649383,0.086857446,0.3243044,0.4243754,0.036102716,0.104375646,2.9016466,4.760361,1.4300176,3.04442,0.0165893,0.017190559,6.012843,0.00014611447,0.27597603,0.0,0.0701454,406.24515,0.20292453,0.9575762,0.95277566,0.9994173,0.52875406,0.02649383,1.1790718,0.086857446,5.924359,0.3243044,5.8101826,0.4243754,0.77337694,0.036102716,1.5242915,0.104375646,0.5131133,2.919466,0.5044574,4.7632456,0.5349861,1.466873,0.54337937,3.0568564,0.01658929,0.06867935,0.017190559,0.07044771,6.012845,1.847213
17,19.23948860168457,0.2315974086523056,0.05405990779399872,15.729796409606934,0.01851874403655529,0.07892680913209915,0.3544025719165802,0.48501482605934143,0.024449538439512253,0.09297563880681992,2.8442745208740234,4.739689350128174,1.4567309617996216,3.095039129257202,0.01856335997581482,0.01894066482782364,5.986016750335693,0.0001035748136928305,0.2498490810394287,0.0,0.05758070945739746,394.6582946777344,0.23487628996372223,0.9587964415550232,0.9552966356277466,0.9999629855155945,0.40679213404655457,0.01851874403655529,1.1575801372528076,0.07892680913209915,10.276007652282715,0.3544025719165802,7.774686813354492,0.48501482605934143,0.4618939161300659,0.024449538439512253,1.630225419998169,0.09297563880681992,0.5104166865348816,2.8626608848571777,0.5038914680480957,4.743346214294434,0.5325224995613098,1.4930846691131592,0.5506333112716675,3.107032060623169,0.01856335997581482,0.0719267874956131,0.018940670415759087,0.0730554386973381,5.986012935638428,1.832247257232666,14.778039150617339,0.2581476,0.06759595,14.743572,0.026624609,0.089933895,0.351334,0.47493246,0.04010406,0.10963058,2.8887165,4.7367406,1.4413753,3.0683813,0.018896706,0.019585185,5.974771,0.00014426491,0.27573577,0.0,0.07024181,400.06506,0.21890853,0.95880705,0.9540569,0.99940884,0.5890498,0.026624609,1.2269995,0.089933895,7.2060885,0.351334,7.6416445,0.47493246,1.0281036,0.04010406,1.724758,0.10963058,0.5137644,2.9065819,0.5063847,4.739653,0.53374875,1.478017,0.54645514,3.0803883,0.01889669,0.07185639,0.019585168,0.07376067,5.9747696,1.8333313
18,17.25775146484375,0.22331304848194122,0.05050893872976303,14.810638427734375,0.014464356936514378,0.05993538722395897,0.3930717706680298,0.56565260887146,0.019772866740822792,0.07066358625888824,2.871399164199829,4.761422157287598,1.4240055084228516,3.134136915206909,0.019306955859065056,0.019593549892306328,5.914590358734131,8.877841173671186e-05,0.24150735139846802,0.0,0.05401947349309921,384.168212890625,0.21903039515018463,0.9655391573905945,0.9627137184143066,0.9993310570716858,0.24867135286331177,0.014464356936514378,0.8783033490180969,0.05993538722395897,9.718894004821777,0.3930717706680298,9.65339183807373,0.56565260887146,0.4125778377056122,0.019772866740822792,1.1453443765640259,0.07066358625888824,0.5094105005264282,2.8897228240966797,0.5026781558990479,4.765066146850586,0.5346384048461914,1.4605982303619385,0.5501154065132141,3.145618200302124,0.019306953996419907,0.07202360033988953,0.019593551754951477,0.07290418446063995,5.914588451385498,1.811012625694275,16.62055646695874,0.25904688,0.069257915,16.5856,0.027471984,0.09264724,0.38750792,0.5323651,0.038997684,0.11290347,2.8803046,4.7494235,1.4429575,3.128974,0.021134006,0.021836288,6.00725,0.00014611447,0.27669704,0.0,0.07192737,396.69443,0.24579802,0.95977443,0.9549298,0.99942225,0.7297173,0.027471984,1.39704,0.09264724,9.266267,0.38750792,9.233656,0.5323651,1.0801631,0.038997684,2.050535,0.11290347,0.5133556,2.8981998,0.50555605,4.7523274,0.5348122,1.4793972,0.54455197,3.1405406,0.021134015,0.07552451,0.021836312,0.077419914,6.0072513,1.8273271
19,20.612531661987305,0.23131617903709412,0.051331985741853714,20.260799407958984,0.016518093645572662,0.07425513863563538,0.4233512580394745,0.6166157126426697,0.02433132566511631,0.08767256140708923,2.851125955581665,4.749836444854736,1.478020191192627,3.2230749130249023,0.026123441755771637,0.026548903435468674,5.942861557006836,0.0001035748136928305,0.24958401918411255,0.0,0.05487839877605438,384.3030700683594,0.3016802668571472,0.9604201912879944,0.9567176103591919,0.9999720454216003,0.3514227271080017,0.016518093645572662,1.3569203615188599,0.07425513863563538,13.219078063964844,0.4233512580394745,11.851059913635254,0.6166157126426697,0.5572779774665833,0.02433132566511631,1.5438778400421143,0.08767256140708923,0.5102983117103577,2.869673252105713,0.5045129060745239,4.753515720367432,0.5282759070396423,1.514367938041687,0.543886125087738,3.234318971633911,0.02612345479428768,0.08128166198730469,0.026548895984888077,0.08240228146314621,5.942861080169678,1.8108606338500977,18.087477363307368,0.25666454,0.06858147,18.052626,0.028079854,0.09522807,0.42388856,0.6088111,0.039382827,0.11320114,2.8876054,4.74781,1.4295883,3.1736288,0.023408799,0.024192352,5.9866414,0.00014426491,0.27431464,0.0,0.071259364,392.29202,0.26645708,0.96142393,0.9568076,0.99948466,0.894434,0.028079854,1.7190979,0.09522807,12.982305,0.42388856,12.876431,0.6088111,1.2221776,0.039382827,2.0488532,0.11320114,0.51224774,2.9055672,0.50540066,4.750739,0.5358073,1.4660609,0.54431707,3.1847746,0.0234088,0.07767642,0.024192326,0.079676494,5.986643,1.8167363
20,24.793249130249023,0.22211934626102448,0.05174921452999115,18.821561813354492,0.017907334491610527,0.06514790654182434,0.47035348415374756,0.6846773624420166,0.026486868038773537,0.07553624361753464,2.857978105545044,4.753972053527832,1.4564419984817505,3.243788719177246,0.025182366371154785,0.02555563487112522,6.169796943664551,0.0001035748136928305,0.24036350846290588,0.0,0.05524669960141182,389.9137268066406,0.27577337622642517,0.9671491980552673,0.964504599571228,0.9999068379402161,0.47337186336517334,0.017907334491610527,1.1374375820159912,0.06514790654182434,16.137466430664062,0.47035348415374756,17.6964054107666,0.6846773624420166,0.8345213532447815,0.026486868038773537,1.663498878479004,0.07553624361753464,0.5082859992980957,2.876418113708496,0.5028260946273804,4.757613182067871,0.5360884070396423,1.4925318956375122,0.5470229387283325,3.254289388656616,0.025182360783219337,0.07755935192108154,0.02555563487112522,0.07859288156032562,6.169799327850342,1.8183280229568481,20.413399461318146,0.255254,0.06672632,20.37874,0.031436395,0.0995166,0.46041805,0.67914003,0.041696187,0.12293393,2.8802214,4.7492948,1.4437904,3.2391992,0.024660198,0.025479287,6.042026,0.00014611447,0.27290112,0.0,0.06940879,392.02493,0.29967645,0.9623344,0.9580827,0.9993248,1.1229401,0.031436395,1.9762862,0.0995166,16.580076,0.46041805,17.724106,0.67914003,1.5462564,0.041696187,2.7235034,0.12293393,0.51339626,2.8981504,0.5055227,4.7521873,0.5354133,1.4801009,0.54146135,3.2498965,0.024660239,0.0794107,0.025479285,0.08146873,6.0420337,1.8106604
21,30.306886672973633,0.2290494590997696,0.06188279390335083,22.781909942626953,0.028531266376376152,0.09453486651182175,0.5297796130180359,0.7929211258888245,0.031296923756599426,0.09798488020896912,2.856865406036377,4.748360633850098,1.4564743041992188,3.284707546234131,0.030854033306241035,0.03126677870750427,6.012603282928467,8.877841173671186e-05,0.24722535908222198,0.0,0.06542700529098511,385.4677429199219,0.33377963304519653,0.9651892185211182,0.9622316956520081,0.9999794363975525,1.0328354835510254,0.028531266376376152,3.0159263610839844,0.09453486651182175,20.879648208618164,0.5297796130180359,23.226524353027344,0.7929211258888245,0.8886371850967407,0.031296923756599426,2.215954542160034,0.09798488020896912,0.5099875926971436,2.8751931190490723,0.5027965307235718,4.7520952224731445,0.536073625087738,1.4923646450042725,0.5451438426971436,3.294978380203247,0.030854029580950737,0.08342444151639938,0.03126678243279457,0.08463127911090851,6.012603282928467,1.794143795967102,22.553652551363815,0.25524879,0.06818109,22.518541,0.030759161,0.1049054,0.5189179,0.75329494,0.043706592,0.12376866,2.8918915,4.757456,1.439124,3.258052,0.027778499,0.028665654,6.0259047,0.00014426491,0.27288982,0.0,0.07082863,388.50653,0.32942393,0.96383566,0.9595816,0.99939394,1.2502742,0.030759161,2.5683799,0.1049054,23.559467,0.5189179,21.047968,0.75329494,2.0669012,0.043706592,3.1217813,0.12376866,0.51247334,2.9098442,0.5044537,4.7603436,0.53785104,1.4753013,0.5427838,3.2683594,0.02777848,0.08270553,0.02866564,0.08482621,6.0259075,1.7995155
22,27.743227005004883,0.22986330091953278,0.05207589641213417,25.82054901123047,0.024442339316010475,0.0908777192234993,0.5636522769927979,0.8163394927978516,0.03014896996319294,0.1029329001903534,2.87062406539917,4.713687419891357,1.4773917198181152,3.254350185394287,0.02846108004450798,0.028996629640460014,6.004694938659668,0.0001035748136928305,0.2481309175491333,0.0,0.05563255399465561,384.48492431640625,0.3768230974674225,0.9660273194313049,0.9632153511047363,0.998729944229126,1.0060964822769165,0.024442339316010475,2.2409183979034424,0.0908777192234993,26.796972274780273,0.5636522769927979,25.898067474365234,0.8163394927978516,1.6769524812698364,0.03014896996319294,2.885031223297119,0.1029329001903534,0.5109789371490479,2.8890089988708496,0.5063772201538086,4.717380523681641,0.5398023128509521,1.5129204988479614,0.5495679378509521,3.2643682956695557,0.02846108376979828,0.08254887908697128,0.028996651992201805,0.0838051438331604,6.00469446182251,1.7790099382400513,25.42840494892814,0.25487605,0.069284625,25.39295,0.032475315,0.113946415,0.57322305,0.8448298,0.04758849,0.13499528,2.87408,4.7367005,1.4373903,3.2546816,0.030481422,0.031509366,6.0008636,0.00014611447,0.27260128,0.0,0.0719645,385.66748,0.3696713,0.96422344,0.96003634,0.99916595,1.5622818,0.032475315,3.4813917,0.113946415,31.838772,0.57322305,32.50849,0.8448298,2.6394668,0.04758849,4.098133,0.13499528,0.5142101,2.8920782,0.50635135,4.739625,0.5409509,1.4732075,0.54428566,3.2647934,0.0304814,0.08616335,0.03150935,0.08848799,6.0008636,1.7844819
23,33.62979507446289,0.22278974950313568,0.052129194140434265,25.925073623657227,0.023688441142439842,0.08293347805738449,0.6540316343307495,0.9688887000083923,0.031755026429891586,0.10193740576505661,2.855563163757324,4.71779203414917,1.4665008783340454,3.3060050010681152,0.03189452365040779,0.032328858971595764,5.904881477355957,0.0001035748136928305,0.2410125434398651,0.0,0.055680710822343826,375.0304260253906,0.3732316493988037,0.9687862992286682,0.9663568735122681,0.9997750520706177,1.0242372751235962,0.023688441142439842,2.4938318729400635,0.08293347805738449,54.36143493652344,0.6540316343307495,47.236854553222656,0.9688887000083923,1.7049272060394287,0.031755026429891586,3.2976698875427246,0.10193740576505661,0.5101799368858337,2.8740649223327637,0.5064364075660706,4.721499919891357,0.5359404683113098,1.502236247062683,0.5473484992980957,3.3157358169555664,0.031894516199827194,0.08663944154977798,0.03232888504862785,0.08792925626039505,5.904884338378906,1.7577725648880005,27.857914275743745,0.25563037,0.07014232,27.821983,0.03566982,0.11950082,0.6402479,0.9451172,0.050497532,0.14110757,2.8798718,4.7391686,1.4436879,3.2904577,0.033518396,0.034625996,5.8932743,0.00014426491,0.27336654,0.0,0.07282579,381.272,0.40189293,0.9649872,0.96071297,0.9994075,2.6016843,0.03566982,4.050378,0.11950082,48.31061,0.6402479,49.372795,0.9451172,3.441166,0.050497532,5.5690756,0.14110757,0.51307446,2.8978696,0.50626075,4.7420826,0.54052734,1.4794582,0.5435144,3.3001997,0.033518396,0.08999125,0.034626003,0.09237455,5.8932824,1.7596928
24,33.74822235107422,0.22193112969398499,0.05338726192712784,26.981281280517578,0.015957169234752655,0.07336054742336273,0.634269654750824,0.9929511547088623,0.02269059419631958,0.08553051203489304,2.877615213394165,4.725921154022217,1.4049307107925415,3.305048942565918,0.04308488965034485,0.04383868724107742,5.85734224319458,8.877841173671186e-05,0.24018409848213196,0.0,0.05695061758160591,368.4918518066406,0.3828904330730438,0.9705522060394287,0.9683284759521484,0.9996341466903687,0.6218363046646118,0.015957169234752655,2.6425411701202393,0.07336054742336273,49.192481994628906,0.634269654750824,52.53914260864258,0.9929511547088623,0.9881413578987122,0.02269059419631958,3.172499895095825,0.08553051203489304,0.5074573755264282,2.8960840702056885,0.5049123764038086,4.729563236236572,0.5490796566009521,1.4408316612243652,0.5505889058113098,3.314692497253418,0.043084900826215744,0.09611795097589493,0.04383869841694832,0.09759508073329926,5.857346057891846,1.7506661415100098,32.680972743440755,0.26201668,0.07492202,32.64331,0.042850047,0.13273387,0.66294503,1.0125462,0.05735368,0.15592736,2.8710291,4.7246213,1.4121298,3.3046038,0.039450504,0.04075047,5.9038515,0.00014426491,0.27972555,0.0,0.07768427,376.53378,0.4701305,0.9626493,0.9577225,0.9988016,5.976321,0.042850047,5.741051,0.13273387,54.183254,0.66294503,57.22441,1.0125462,5.1103354,0.05735368,6.765343,0.15592736,0.5132428,2.8890798,0.50610536,4.727613,0.54653096,1.4480679,0.54508835,3.314127,0.03945054,0.09788876,0.04075048,0.10054616,5.903853,1.7526935
